4	0.22223629	0.77776371	0.95348837
2	0.12834156	0.87165844	0.93103448
3	0.40484743	0.59515257	0.95454545
3	0.24124839	0.75875161	0.95348837
4	0.52890372	0.47109628	0.95555556
1	0.74248645	0.25751355	0.91666667
3	0.28554510	0.71445490	0.95454545
3	0.01069340	0.98930660	0.94871795
3	0.33899188	0.66100812	0.95454545
4	0.54558319	0.45441681	0.95555556
2	0.39650770	0.60349230	0.93750000
3	0.55735450	0.44264550	0.95555556
1	0.47184121	0.52815879	0.91666667
1	0.09546848	0.90453152	0.91666667
3	0.89663191	0.10336809	0.94444444
3	0.16081299	0.83918701	0.95121951
2	0.72768068	0.27231932	0.94285714
2	0.12405699	0.87594301	0.93103448
3	0.20373144	0.79626856	0.95348837
4	0.42437408	0.57562592	0.95555556
4	0.06191689	0.93808311	0.95348837
2	0.54772547	0.45227453	0.93939394
3	0.40484743	0.59515257	0.95454545
3	0.38853499	0.61146501	0.95454545
4	0.52890372	0.47109628	0.95555556
1	0.33001749	0.66998251	0.91666667
3	0.28554510	0.71445490	0.95454545
3	0.01069340	0.98930660	0.94871795
3	0.59532839	0.40467161	0.95454545
4	0.51496696	0.48503304	0.95555556
2	0.56558292	0.43441708	0.93939394
3	0.55735450	0.44264550	0.95555556
1	0.35690670	0.64309330	0.91666667
1	0.09546848	0.90453152	0.91666667
3	0.89663191	0.10336809	0.94444444
3	0.16081299	0.83918701	0.95121951
2	0.72768068	0.27231932	0.94285714
3	0.12405699	0.87594301	0.94871795
3	0.39705763	0.60294237	0.95454545
4	0.42437408	0.57562592	0.95555556
4	0.06191689	0.93808311	0.95348837
2	0.54772547	0.45227453	0.93939394
3	0.40484743	0.59515257	0.95454545
3	0.38853499	0.61146501	0.95454545
4	0.52890372	0.47109628	0.95555556
1	0.33001749	0.66998251	0.91666667
3	0.28554510	0.71445490	0.95454545
3	0.42775801	0.57224199	0.95454545
3	0.59532839	0.40467161	0.95454545
4	0.51496696	0.48503304	0.95555556
4	0.17670075	0.82329925	0.95348837
3	0.55735450	0.44264550	0.95555556
3	0.42835037	0.57164963	0.95454545
1	0.47364681	0.52635319	0.91666667
4	0.89663191	0.10336809	0.95000000
3	0.16081299	0.83918701	0.95121951
2	0.72768068	0.27231932	0.94285714
3	0.12405699	0.87594301	0.94871795
3	0.39705763	0.60294237	0.95454545
4	0.42437408	0.57562592	0.95555556
4	0.06191689	0.93808311	0.95348837
2	0.54772547	0.45227453	0.93939394
3	0.40484743	0.59515257	0.95454545
4	0.38853499	0.61146501	0.95555556
4	0.52890372	0.47109628	0.95555556
1	0.33001749	0.66998251	0.91666667
3	0.28554510	0.71445490	0.95454545
3	0.42775801	0.57224199	0.95454545
3	0.59532839	0.40467161	0.95454545
4	0.43637435	0.56362565	0.95555556
4	0.14546280	0.85453720	0.95348837
3	0.55735450	0.44264550	0.95555556
3	0.42835037	0.57164963	0.95454545
1	0.47364681	0.52635319	0.91666667
4	0.14739404	0.85260596	0.95348837
3	0.22505502	0.77494498	0.95348837
2	0.72378578	0.27621422	0.94285714
3	0.12405699	0.87594301	0.94871795
3	0.39705763	0.60294237	0.95454545
4	0.42437408	0.57562592	0.95555556
4	0.06191689	0.93808311	0.95348837
2	0.54772547	0.45227453	0.93939394
3	0.40484743	0.59515257	0.95454545
4	0.38853499	0.61146501	0.95555556
4	0.52890372	0.47109628	0.95555556
1	0.33001749	0.66998251	0.91666667
3	0.28554510	0.71445490	0.95454545
3	0.42775801	0.57224199	0.95454545
3	0.59532839	0.40467161	0.95454545
4	0.43637435	0.56362565	0.95555556
4	0.14546280	0.85453720	0.95348837
3	0.55286132	0.44713868	0.95555556
3	0.42835037	0.57164963	0.95454545
4	0.38260113	0.61739887	0.95555556
4	0.14739404	0.85260596	0.95348837
3	0.22505502	0.77494498	0.95348837
2	0.72378578	0.27621422	0.94285714
3	0.12405699	0.87594301	0.94871795
3	0.39705763	0.60294237	0.95454545
4	0.42437408	0.57562592	0.95555556
4	0.31580388	0.68419612	0.95454545
2	0.54772547	0.45227453	0.93939394
3	0.40484743	0.59515257	0.95454545
4	0.42001610	0.57998390	0.95555556
4	0.52890372	0.47109628	0.95555556
3	0.33001749	0.66998251	0.95454545
3	0.28554510	0.71445490	0.95454545
3	0.42775801	0.57224199	0.95454545
3	0.59532839	0.40467161	0.95454545
4	0.43637435	0.56362565	0.95555556
4	0.14546280	0.85453720	0.95348837
4	0.35834040	0.64165960	0.95555556
3	0.48004964	0.51995036	0.95555556
4	0.38260113	0.61739887	0.95555556
4	0.14739404	0.85260596	0.95348837
3	0.22505502	0.77494498	0.95348837
2	0.72378578	0.27621422	0.94285714
3	0.12405699	0.87594301	0.94871795
3	0.39705763	0.60294237	0.95454545
4	0.42437408	0.57562592	0.95555556
4	0.31580388	0.68419612	0.95454545
4	0.54772547	0.45227453	0.95555556
3	0.40484743	0.59515257	0.95454545
4	0.42001610	0.57998390	0.95555556
4	0.52890372	0.47109628	0.95555556
3	0.33983020	0.66016980	0.95454545
3	0.28554510	0.71445490	0.95454545
3	0.42775801	0.57224199	0.95454545
3	0.52363146	0.47636854	0.95555556
4	0.43637435	0.56362565	0.95555556
4	0.14546280	0.85453720	0.95348837
4	0.35834040	0.64165960	0.95555556
3	0.48004964	0.51995036	0.95555556
4	0.38260113	0.61739887	0.95555556
4	0.14739404	0.85260596	0.95348837
3	0.22505502	0.77494498	0.95348837
2	0.72378578	0.27621422	0.94285714
3	0.35218779	0.64781221	0.95454545
3	0.39705763	0.60294237	0.95454545
4	0.42437408	0.57562592	0.95555556
4	0.31580388	0.68419612	0.95454545
4	0.54772547	0.45227453	0.95555556
3	0.42724435	0.57275565	0.95454545
4	0.42001610	0.57998390	0.95555556
4	0.34468218	0.65531782	0.95555556
3	0.33983020	0.66016980	0.95454545
3	0.28554510	0.71445490	0.95454545
3	0.42775801	0.57224199	0.95454545
3	0.52363146	0.47636854	0.95555556
4	0.43637435	0.56362565	0.95555556
4	0.14546280	0.85453720	0.95348837
4	0.35834040	0.64165960	0.95555556
